,Age,AgeGeneration,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,DistanceFromHomeCategory,Education,EducationField,EmployeeCount,EmployeeEngagementScore,EmployeeNumber,EnvironmentSatisfaction,ExperiencePriorToCurrentJob,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,Overtime_Preference,PercentSalaryHike,PerformanceRating,PerformanceSatisfactionIndex,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1258,29,Millennials,No,Travel_Rarely,590,Research & Development,4,Short Distance,Bachelor,Technical Degree,1,2.6666666666666665,1762,Very High,0,Female,91,Medium,1,Research Scientist,Low,Divorced,2109,10007,1,Y,No,0,13,Excellent,2.6666666666666665,High,80,1,1,2,Better,1,0,0,0
1259,30,Millennials,No,Travel_Rarely,305,Research & Development,16,Medium Distance,Bachelor,Life Sciences,1,3.3333333333333335,1763,High,3,Male,58,Very High,2,Healthcare Representative,High,Married,5294,9128,3,Y,No,0,16,Excellent,3.0,High,80,1,10,3,Better,7,0,1,7
1260,32,Millennials,No,Non-Travel,953,Research & Development,5,Short Distance,Master,Technical Degree,1,3.0,1764,Medium,5,Male,65,High,1,Research Scientist,Medium,Single,2718,17674,2,Y,No,0,14,Excellent,2.0,Medium,80,0,12,3,Better,7,7,0,7
1261,38,Millennials,No,Travel_Rarely,833,Research & Development,18,Medium Distance,Bachelor,Medical,1,2.3333333333333335,1766,Medium,14,Male,60,Low,2,Healthcare Representative,Very High,Married,5811,24539,3,Y,Yes,1,16,Excellent,3.0,High,80,1,15,2,Better,1,0,1,0
1262,43,Millennials,Yes,Travel_Frequently,807,Research & Development,17,Medium Distance,Bachelor,Technical Degree,1,2.6666666666666665,1767,High,5,Male,38,Medium,1,Research Scientist,High,Married,2437,15587,9,Y,Yes,1,16,Excellent,3.3333333333333335,Very High,80,1,6,4,Better,1,0,0,0
1263,42,Millennials,No,Travel_Rarely,855,Research & Development,12,Medium Distance,Bachelor,Medical,1,3.0,1768,Medium,2,Male,57,High,1,Laboratory Technician,Medium,Divorced,2766,8952,8,Y,No,0,22,Outstanding,2.0,Medium,80,3,7,6,Good,5,3,0,4
1264,55,Gen X,No,Travel_Rarely,478,Research & Development,2,Short Distance,Bachelor,Medical,1,2.6666666666666665,1770,High,33,Male,60,Medium,5,Research Director,Low,Married,19038,19805,8,Y,No,0,12,Excellent,2.0,Medium,80,3,34,2,Better,1,0,0,0
1265,33,Millennials,No,Non-Travel,775,Research & Development,4,Short Distance,Bachelor,Technical Degree,1,2.6666666666666665,1771,Very High,2,Male,90,High,2,Research Scientist,Medium,Divorced,3055,6194,5,Y,No,0,15,Excellent,3.3333333333333335,Very High,80,2,11,2,Good,9,8,1,7
1266,41,Millennials,No,Travel_Rarely,548,Research & Development,9,Short Distance,Master,Life Sciences,1,3.3333333333333335,1772,High,0,Male,94,High,1,Laboratory Technician,Low,Divorced,2289,20520,1,Y,No,0,20,Outstanding,2.0,Medium,80,2,5,2,Better,5,3,0,4
1267,34,Millennials,No,Non-Travel,1375,Sales,10,Short Distance,Bachelor,Life Sciences,1,3.0,1774,Very High,0,Male,87,High,2,Sales Executive,High,Divorced,4001,12313,1,Y,Yes,1,14,Excellent,3.3333333333333335,High,80,1,15,3,Better,15,14,0,7
1268,53,Gen X,No,Non-Travel,661,Research & Development,1,Short Distance,Master,Medical,1,2.6666666666666665,1775,Low,24,Female,60,Medium,4,Manufacturing Director,High,Married,12965,22308,4,Y,Yes,1,20,Outstanding,2.6666666666666665,Very High,80,3,27,2,Good,3,2,0,2
1269,43,Millennials,No,Travel_Rarely,244,Human Resources,2,Short Distance,Bachelor,Life Sciences,1,3.0,1778,Medium,1,Male,97,High,1,Human Resources,Very High,Single,3539,5033,0,Y,No,0,13,Excellent,2.6666666666666665,Medium,80,0,10,5,Better,9,7,1,8
1270,34,Millennials,No,Travel_Rarely,511,Sales,3,Short Distance,College,Life Sciences,1,2.3333333333333335,1779,Very High,4,Female,32,Low,2,Sales Executive,Very High,Single,6029,25353,5,Y,No,0,12,Excellent,3.0,Low,80,0,6,3,Better,2,2,2,2
1271,21,Gen Z,Yes,Travel_Rarely,337,Sales,7,Short Distance,Below College,Marketing,1,3.0,1780,Medium,0,Male,31,High,1,Sales Representative,Medium,Single,2679,4567,1,Y,No,0,13,Excellent,2.0,Medium,80,0,1,3,Better,1,0,1,0
1272,38,Millennials,No,Travel_Rarely,1153,Research & Development,6,Short Distance,College,Other,1,2.6666666666666665,1782,Very High,0,Female,40,Medium,1,Laboratory Technician,High,Married,3702,16376,1,Y,No,0,11,Excellent,3.0,Medium,80,1,5,3,Better,5,4,0,4
1273,22,Gen Z,Yes,Travel_Rarely,1294,Research & Development,8,Short Distance,Below College,Medical,1,3.0,1783,High,0,Female,79,High,1,Laboratory Technician,Low,Married,2398,15999,1,Y,Yes,1,17,Excellent,2.3333333333333335,High,80,0,1,6,Better,1,0,0,0
1274,31,Millennials,No,Travel_Rarely,196,Sales,29,Long Distance,Master,Marketing,1,2.6666666666666665,1784,Low,1,Female,91,Medium,2,Sales Executive,Very High,Married,5468,13402,1,Y,No,0,14,Excellent,2.0,Low,80,2,13,3,Better,12,7,5,7
1275,51,Gen X,No,Travel_Rarely,942,Research & Development,3,Short Distance,Bachelor,Technical Degree,1,3.0,1786,Low,13,Female,53,High,3,Manager,High,Married,13116,22984,2,Y,No,0,11,Excellent,2.6666666666666665,Very High,80,0,15,2,Better,2,2,2,2
1276,37,Millennials,No,Travel_Rarely,589,Sales,9,Short Distance,College,Marketing,1,2.6666666666666665,1787,Medium,0,Male,46,Medium,2,Sales Executive,Medium,Married,4189,8800,1,Y,No,0,14,Excellent,1.6666666666666667,Low,80,2,5,2,Better,5,2,0,3
1277,46,Gen X,No,Travel_Rarely,734,Research & Development,2,Short Distance,Master,Medical,1,3.0,1789,High,22,Male,46,High,5,Research Director,Very High,Divorced,19328,14218,7,Y,Yes,1,17,Excellent,3.3333333333333335,High,80,1,24,3,Better,2,1,2,2
1278,36,Millennials,No,Travel_Rarely,1383,Research & Development,10,Short Distance,Bachelor,Life Sciences,1,3.0,1790,Very High,3,Male,90,High,3,Healthcare Representative,Low,Married,8321,25949,7,Y,Yes,1,13,Excellent,3.0,Very High,80,1,15,1,Better,12,8,5,7
1279,44,Gen X,Yes,Travel_Frequently,429,Research & Development,1,Short Distance,College,Medical,1,2.6666666666666665,1792,High,1,Male,99,High,1,Research Scientist,Medium,Divorced,2342,11092,1,Y,Yes,1,12,Excellent,2.6666666666666665,High,80,3,6,2,Good,5,3,2,3
1280,37,Millennials,No,Travel_Rarely,1239,Human Resources,8,Short Distance,College,Other,1,2.6666666666666665,1794,High,9,Male,89,High,2,Human Resources,Medium,Divorced,4071,12832,2,Y,No,0,13,Excellent,2.6666666666666665,High,80,0,19,4,Good,10,0,4,7
1281,35,Millennials,Yes,Travel_Rarely,303,Sales,27,Long Distance,Bachelor,Life Sciences,1,3.0,1797,High,0,Male,84,High,2,Sales Executive,Very High,Single,5813,13492,1,Y,Yes,1,18,Excellent,3.6666666666666665,Very High,80,0,10,2,Better,10,7,7,7
1282,33,Millennials,No,Travel_Rarely,867,Research & Development,8,Short Distance,Master,Life Sciences,1,3.3333333333333335,1798,Very High,4,Male,90,Very High,1,Research Scientist,Low,Married,3143,6076,6,Y,No,0,19,Excellent,2.3333333333333335,Medium,80,1,14,1,Better,10,8,7,6
1283,28,Millennials,No,Travel_Rarely,1181,Research & Development,1,Short Distance,Bachelor,Life Sciences,1,3.3333333333333335,1799,High,0,Male,82,High,1,Research Scientist,Very High,Married,2044,5531,1,Y,No,0,11,Excellent,3.3333333333333335,High,80,1,5,6,Best,5,3,0,3
1284,39,Millennials,No,Travel_Rarely,1253,Research & Development,10,Short Distance,Below College,Medical,1,3.3333333333333335,1800,High,5,Male,65,High,3,Research Director,High,Single,13464,7914,7,Y,No,0,21,Outstanding,3.0,High,80,0,9,3,Better,4,3,2,2
1285,46,Gen X,No,Non-Travel,849,Sales,26,Long Distance,College,Life Sciences,1,2.6666666666666665,1801,Medium,4,Male,98,Medium,2,Sales Executive,Medium,Single,7991,25166,8,Y,No,0,15,Excellent,2.3333333333333335,High,80,0,6,3,Better,2,2,2,2
1286,40,Millennials,No,Travel_Rarely,616,Research & Development,2,Short Distance,College,Life Sciences,1,2.6666666666666665,1802,High,3,Female,99,High,1,Laboratory Technician,Low,Married,3377,25605,4,Y,No,0,17,Excellent,2.6666666666666665,Very High,80,1,7,5,Good,4,3,0,2
1287,42,Millennials,No,Travel_Rarely,1128,Research & Development,13,Medium Distance,Bachelor,Medical,1,3.0,1803,Medium,10,Male,95,Very High,2,Healthcare Representative,Low,Married,5538,5696,5,Y,No,0,18,Excellent,2.0,High,80,2,10,2,Good,0,0,0,0
1288,35,Millennials,No,Non-Travel,1180,Research & Development,2,Short Distance,College,Medical,1,3.0,1804,Medium,8,Male,90,High,2,Manufacturing Director,Very High,Divorced,5762,24442,2,Y,No,0,14,Excellent,3.0,High,80,1,15,6,Better,7,7,1,7
1289,38,Millennials,No,Non-Travel,1336,Human Resources,2,Short Distance,Bachelor,Human Resources,1,3.0,1805,Low,2,Male,100,High,1,Human Resources,Medium,Divorced,2592,7129,5,Y,No,0,13,Excellent,2.3333333333333335,Very High,80,3,13,3,Better,11,10,3,8
1290,34,Millennials,Yes,Travel_Frequently,234,Research & Development,9,Short Distance,Master,Life Sciences,1,2.6666666666666665,1807,Very High,4,Male,93,High,2,Laboratory Technician,Low,Married,5346,6208,4,Y,No,0,17,Excellent,2.6666666666666665,High,80,1,11,3,Good,7,1,0,7
1291,37,Millennials,Yes,Travel_Rarely,370,Research & Development,10,Short Distance,Master,Medical,1,2.3333333333333335,1809,Very High,0,Male,58,High,2,Manufacturing Director,Low,Single,4213,4992,1,Y,No,0,15,Excellent,2.3333333333333335,Medium,80,0,10,4,Bad,10,3,0,8
1292,39,Millennials,No,Travel_Frequently,766,Sales,20,Medium Distance,Bachelor,Life Sciences,1,3.0,1812,High,5,Male,83,High,2,Sales Executive,Very High,Divorced,4127,19188,2,Y,No,0,18,Excellent,3.6666666666666665,Very High,80,1,7,6,Better,2,1,2,2
1293,43,Millennials,No,Non-Travel,343,Research & Development,9,Short Distance,Bachelor,Life Sciences,1,2.6666666666666665,1813,Low,4,Male,52,High,1,Research Scientist,High,Single,2438,24978,4,Y,No,0,13,Excellent,2.3333333333333335,High,80,0,7,2,Good,3,2,1,2
1294,41,Millennials,No,Travel_Rarely,447,Research & Development,5,Short Distance,Bachelor,Life Sciences,1,2.6666666666666665,1814,Medium,8,Male,85,Very High,2,Healthcare Representative,Medium,Single,6870,15530,3,Y,No,0,12,Excellent,1.6666666666666667,Low,80,0,11,3,Bad,3,2,1,2
1295,41,Millennials,No,Travel_Rarely,796,Sales,4,Short Distance,Below College,Marketing,1,3.3333333333333335,1815,High,1,Female,81,High,3,Sales Executive,High,Divorced,10447,26458,0,Y,Yes,1,13,Excellent,3.3333333333333335,Very High,80,1,23,3,Best,22,14,13,5
1296,30,Millennials,No,Travel_Rarely,1092,Research & Development,10,Short Distance,Bachelor,Medical,1,3.0,1816,Low,2,Female,64,High,3,Manufacturing Director,High,Single,9667,2739,9,Y,No,0,14,Excellent,2.0,Medium,80,0,9,3,Better,7,7,0,2
1297,26,Gen Z,Yes,Travel_Rarely,920,Human Resources,20,Medium Distance,College,Medical,1,3.0,1818,Very High,1,Female,69,High,1,Human Resources,Medium,Married,2148,6889,0,Y,Yes,1,11,Excellent,3.0,High,80,0,6,3,Better,5,1,1,4
1298,46,Gen X,Yes,Travel_Rarely,261,Research & Development,21,Long Distance,College,Medical,1,3.6666666666666665,1821,Very High,4,Female,66,High,2,Healthcare Representative,Medium,Married,8926,10842,4,Y,No,0,22,Outstanding,3.3333333333333335,Very High,80,1,13,2,Best,9,7,3,7
1299,40,Millennials,No,Travel_Rarely,1194,Research & Development,1,Short Distance,Bachelor,Life Sciences,1,3.0,1822,High,7,Female,52,High,2,Healthcare Representative,Very High,Divorced,6513,9060,4,Y,No,0,17,Excellent,3.6666666666666665,Very High,80,1,12,3,Better,5,3,0,3
1300,34,Millennials,No,Travel_Rarely,810,Sales,8,Short Distance,College,Technical Degree,1,3.6666666666666665,1823,Medium,0,Male,92,Very High,2,Sales Executive,High,Married,6799,22128,1,Y,No,0,21,Outstanding,2.6666666666666665,High,80,2,10,5,Better,10,8,4,8
1301,58,Gen X,No,Non-Travel,350,Sales,2,Short Distance,Bachelor,Medical,1,3.0,1824,Medium,21,Male,52,High,4,Manager,Medium,Divorced,16291,22577,4,Y,No,0,22,Outstanding,2.6666666666666665,Very High,80,1,37,0,Good,16,9,14,14
1302,35,Millennials,No,Travel_Rarely,185,Research & Development,23,Long Distance,Master,Medical,1,2.6666666666666665,1826,Medium,1,Male,91,Low,1,Laboratory Technician,High,Married,2705,9696,0,Y,No,0,16,Excellent,2.3333333333333335,Medium,80,1,6,2,Best,5,4,0,3
1303,47,Gen X,No,Travel_Rarely,1001,Research & Development,4,Short Distance,Bachelor,Life Sciences,1,2.6666666666666665,1827,High,6,Female,92,Medium,3,Manufacturing Director,Medium,Divorced,10333,19271,8,Y,Yes,1,12,Excellent,2.6666666666666665,High,80,1,28,4,Better,22,11,14,10
1304,40,Millennials,No,Travel_Rarely,750,Research & Development,12,Medium Distance,Bachelor,Life Sciences,1,3.0,1829,Medium,8,Female,47,High,2,Healthcare Representative,Low,Divorced,4448,10748,2,Y,No,0,12,Excellent,1.6666666666666667,Medium,80,1,15,3,Better,7,4,7,7
1305,54,Gen X,No,Travel_Rarely,431,Research & Development,7,Short Distance,Master,Medical,1,2.6666666666666665,1830,Very High,7,Female,68,High,2,Research Scientist,Very High,Married,6854,15696,4,Y,No,0,15,Excellent,3.3333333333333335,Medium,80,1,14,2,Good,7,1,1,7
1306,31,Millennials,No,Travel_Frequently,1125,Sales,7,Short Distance,Master,Marketing,1,3.0,1833,Low,6,Female,68,High,3,Sales Executive,Low,Married,9637,8277,2,Y,No,0,14,Excellent,2.0,Very High,80,2,9,3,Better,3,2,2,2
1307,28,Millennials,No,Travel_Rarely,1217,Research & Development,1,Short Distance,Bachelor,Medical,1,3.3333333333333335,1834,High,0,Female,67,High,1,Research Scientist,Low,Married,3591,12719,1,Y,No,0,25,Outstanding,2.3333333333333335,High,80,1,3,3,Better,3,2,1,2
1308,38,Millennials,No,Travel_Rarely,723,Sales,2,Short Distance,Master,Marketing,1,2.3333333333333335,1835,Medium,16,Female,77,Low,2,Sales Representative,Very High,Married,5405,4244,2,Y,Yes,1,20,Outstanding,2.3333333333333335,Low,80,2,20,4,Good,4,2,0,3
1309,26,Gen Z,No,Travel_Rarely,572,Sales,10,Short Distance,Bachelor,Medical,1,3.0,1836,High,0,Male,46,High,2,Sales Executive,Very High,Single,4684,9125,1,Y,No,0,13,Excellent,2.6666666666666665,Low,80,0,5,4,Better,5,3,1,2
1310,58,Gen X,No,Travel_Frequently,1216,Research & Development,15,Medium Distance,Master,Life Sciences,1,3.0,1837,Low,21,Male,87,High,4,Research Director,High,Married,15787,21624,2,Y,Yes,1,14,Excellent,2.0,Medium,80,0,23,3,Better,2,2,2,2
1311,18,Gen Z,No,Non-Travel,1431,Research & Development,14,Medium Distance,Bachelor,Medical,1,2.3333333333333335,1839,Medium,0,Female,33,High,1,Research Scientist,High,Single,1514,8018,1,Y,No,0,16,Excellent,2.6666666666666665,High,80,0,0,4,Bad,0,0,0,0
1312,31,Millennials,Yes,Travel_Rarely,359,Human Resources,18,Medium Distance,Doctor,Human Resources,1,3.3333333333333335,1842,Very High,1,Male,89,Very High,1,Human Resources,Low,Married,2956,21495,0,Y,No,0,17,Excellent,2.6666666666666665,High,80,0,2,4,Better,1,0,0,0
1313,29,Millennials,Yes,Travel_Rarely,350,Human Resources,13,Medium Distance,Bachelor,Human Resources,1,2.6666666666666665,1844,Low,2,Male,56,Medium,1,Human Resources,Low,Divorced,2335,3157,4,Y,Yes,1,15,Excellent,2.0,Very High,80,3,4,3,Better,2,2,2,0
1314,45,Gen X,No,Non-Travel,589,Sales,2,Short Distance,Master,Life Sciences,1,3.6666666666666665,1845,High,2,Female,67,High,2,Sales Executive,High,Married,5154,19665,4,Y,No,0,22,Outstanding,2.6666666666666665,Medium,80,2,10,3,Best,8,7,5,7
1315,36,Millennials,No,Travel_Rarely,430,Research & Development,2,Short Distance,Master,Other,1,3.3333333333333335,1847,Very High,14,Female,73,High,2,Research Scientist,Medium,Married,6962,19573,4,Y,Yes,1,22,Outstanding,3.3333333333333335,Very High,80,1,15,2,Better,1,0,0,0
1316,43,Millennials,No,Travel_Frequently,1422,Sales,2,Short Distance,Master,Life Sciences,1,3.3333333333333335,1849,Low,0,Male,92,High,2,Sales Executive,Very High,Married,5675,19246,1,Y,No,0,20,Outstanding,2.6666666666666665,High,80,1,7,5,Better,7,7,7,7
1317,27,Gen Z,No,Travel_Frequently,1297,Research & Development,5,Short Distance,College,Life Sciences,1,2.6666666666666665,1850,Very High,1,Female,53,High,1,Laboratory Technician,Very High,Single,2379,19826,0,Y,Yes,1,14,Excellent,3.6666666666666665,High,80,0,6,3,Good,5,4,0,2
1318,29,Millennials,No,Travel_Frequently,574,Research & Development,20,Medium Distance,Below College,Medical,1,3.3333333333333335,1852,Very High,0,Male,40,High,1,Laboratory Technician,Very High,Married,3812,7003,1,Y,No,0,13,Excellent,3.3333333333333335,Medium,80,0,11,3,Best,11,8,3,10
1319,32,Millennials,No,Travel_Frequently,1318,Sales,10,Short Distance,Master,Marketing,1,3.3333333333333335,1853,Very High,4,Male,79,High,2,Sales Executive,Very High,Single,4648,26075,8,Y,No,0,13,Excellent,3.6666666666666665,High,80,0,4,2,Best,0,0,0,0
1320,42,Millennials,No,Non-Travel,355,Research & Development,10,Short Distance,Master,Technical Degree,1,3.0,1854,High,4,Male,38,High,1,Research Scientist,High,Married,2936,6161,3,Y,No,0,22,Outstanding,2.6666666666666665,Medium,80,2,10,1,Good,6,3,3,3
1321,47,Gen X,No,Travel_Rarely,207,Research & Development,9,Short Distance,Master,Life Sciences,1,3.0,1856,Medium,5,Female,64,High,1,Laboratory Technician,High,Single,2105,5411,4,Y,No,0,12,Excellent,2.6666666666666665,High,80,0,7,2,Better,2,2,2,0
1322,46,Gen X,No,Travel_Rarely,706,Research & Development,2,Short Distance,College,Life Sciences,1,2.6666666666666665,1857,Very High,3,Male,82,High,3,Manufacturing Director,Very High,Divorced,8578,19989,3,Y,No,0,14,Excellent,3.6666666666666665,High,80,1,12,4,Good,9,8,4,7
1323,28,Millennials,No,Non-Travel,280,Human Resources,1,Short Distance,College,Life Sciences,1,3.0,1858,High,0,Male,43,High,1,Human Resources,Very High,Divorced,2706,10494,1,Y,No,0,15,Excellent,3.0,Medium,80,1,3,2,Better,3,2,2,2
1324,29,Millennials,No,Travel_Rarely,726,Research & Development,29,Long Distance,Below College,Life Sciences,1,2.3333333333333335,1859,Very High,4,Male,93,Low,2,Healthcare Representative,High,Divorced,6384,21143,8,Y,No,0,17,Excellent,3.6666666666666665,Very High,80,2,11,3,Better,7,0,1,6
1325,42,Millennials,No,Travel_Rarely,1142,Research & Development,8,Short Distance,Bachelor,Life Sciences,1,3.0,1860,Very High,8,Male,81,High,1,Laboratory Technician,High,Single,3968,13624,4,Y,No,0,13,Excellent,3.6666666666666665,Very High,80,0,8,3,Better,0,0,0,0
1326,32,Millennials,Yes,Travel_Rarely,414,Sales,2,Short Distance,Master,Marketing,1,2.3333333333333335,1862,High,5,Male,82,Medium,2,Sales Executive,Medium,Single,9907,26186,7,Y,Yes,1,12,Excellent,2.6666666666666665,High,80,0,7,3,Good,2,2,2,2
1327,46,Gen X,No,Travel_Rarely,1319,Sales,3,Short Distance,Bachelor,Technical Degree,1,3.3333333333333335,1863,Low,6,Female,45,Very High,4,Sales Executive,Low,Divorced,13225,7739,2,Y,No,0,12,Excellent,2.0,Very High,80,1,25,5,Better,19,17,2,8
1328,27,Gen Z,No,Travel_Rarely,728,Sales,23,Long Distance,Below College,Medical,1,3.0,1864,Medium,0,Female,36,Medium,2,Sales Representative,High,Married,3540,7018,1,Y,No,0,21,Outstanding,3.0,Very High,80,1,9,5,Better,9,8,5,8
1329,29,Millennials,No,Travel_Rarely,352,Human Resources,6,Short Distance,Below College,Medical,1,2.6666666666666665,1865,Very High,0,Male,87,Medium,1,Human Resources,Medium,Married,2804,15434,1,Y,No,0,11,Excellent,3.3333333333333335,Very High,80,0,1,3,Better,1,0,0,0
1330,43,Millennials,No,Travel_Rarely,823,Research & Development,6,Short Distance,Bachelor,Medical,1,2.6666666666666665,1866,Low,5,Female,81,Medium,5,Manager,High,Married,19392,22539,7,Y,No,0,13,Excellent,2.6666666666666665,Very High,80,0,21,2,Better,16,12,6,14
1331,48,Gen X,No,Travel_Rarely,1224,Research & Development,10,Short Distance,Bachelor,Life Sciences,1,2.6666666666666665,1867,Very High,7,Male,91,Medium,5,Research Director,Medium,Married,19665,13583,4,Y,No,0,12,Excellent,3.3333333333333335,Very High,80,0,29,3,Better,22,10,12,9
1332,29,Millennials,Yes,Travel_Frequently,459,Research & Development,24,Long Distance,College,Life Sciences,1,2.6666666666666665,1868,Very High,0,Male,73,Medium,1,Research Scientist,Very High,Single,2439,14753,1,Y,Yes,1,24,Outstanding,3.3333333333333335,Medium,80,0,1,3,Good,1,0,1,0
1333,46,Gen X,Yes,Travel_Rarely,1254,Sales,10,Short Distance,Bachelor,Life Sciences,1,3.3333333333333335,1869,High,6,Female,64,High,3,Sales Executive,Medium,Married,7314,14011,5,Y,No,0,21,Outstanding,2.6666666666666665,High,80,3,14,2,Better,8,7,0,7
1334,27,Gen Z,No,Travel_Frequently,1131,Research & Development,15,Medium Distance,Bachelor,Life Sciences,1,2.3333333333333335,1870,Very High,1,Female,77,Medium,1,Research Scientist,Low,Married,4774,23844,0,Y,No,0,19,Excellent,3.0,Very High,80,1,8,2,Good,7,6,7,3
1335,39,Millennials,No,Travel_Rarely,835,Research & Development,19,Medium Distance,Master,Other,1,3.0,1871,Very High,5,Male,41,High,2,Research Scientist,Very High,Divorced,3902,5141,8,Y,No,0,14,Excellent,3.3333333333333335,Medium,80,3,7,2,Better,2,2,2,2
1336,55,Gen X,No,Travel_Rarely,836,Research & Development,2,Short Distance,Master,Technical Degree,1,3.3333333333333335,1873,Medium,14,Male,98,Medium,1,Research Scientist,Very High,Married,2662,7975,8,Y,No,0,20,Outstanding,2.6666666666666665,Medium,80,1,19,2,Best,5,2,0,4
1337,28,Millennials,No,Travel_Rarely,1172,Sales,3,Short Distance,Bachelor,Medical,1,3.0,1875,Medium,0,Female,78,High,1,Sales Representative,Medium,Married,2856,3692,1,Y,No,0,19,Excellent,2.6666666666666665,Very High,80,1,1,3,Better,1,0,0,0
1338,30,Millennials,Yes,Travel_Rarely,945,Sales,9,Short Distance,Bachelor,Medical,1,2.6666666666666665,1876,Medium,0,Male,89,High,1,Sales Representative,Very High,Single,1081,16019,1,Y,No,0,13,Excellent,3.0,High,80,0,1,3,Good,1,0,0,0
